pair_id,entity,entity_label,polymarket_market_id,polymarket_ticker,polymarket_title,kalshi_ticker,kalshi_title,kalshi_subtitle,polymarket_strike_floor,polymarket_strike_bound,polymarket_relation,kalshi_strike_floor,kalshi_strike_bound,kalshi_relation,strike_gap,close_time_utc,close_ms,close_delta_ms,polymarket_settlement_index,kalshi_settlement_index,polymarket_quote_currency,kalshi_quote_currency,polymarket_functional_kind,polymarket_window_ms,polymarket_window_position,kalshi_functional_kind,kalshi_window_ms,kalshi_window_position,polymarket_resolver,kalshi_resolver,score_total,failed_gates,caveat_index_basis,caveat_quote_currency_basis,caveat_measurement_window_basis,caveat_threshold
polymarket:3719559|kalshi:KXBTCD-26AUG1909-T62599.99,crypto:btc,Bitcoin,3719559,bitcoin-above-62600-on-august-19-2026-9am-et,"Bitcoin above 62,600 on August 19, 9AM ET?",KXBTCD-26AUG1909-T62599.99,"Bitcoin price on Aug 19, 2026?","$62,600 or above",62600,exclusive,above,62599.99,exclusive,above,0.01,2026-08-19T13:00:00Z,1787144400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (62599.99 vs 62600 on a 0.01 grid), so any settled value in (62599.99, 62600] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3720412|kalshi:KXETHD-26AUG1910-T1979.99,crypto:eth,Ethereum,3720412,ethereum-above-1980-on-august-19-2026-10am-et,"Ethereum above 1,980 on August 19, 10AM ET?",KXETHD-26AUG1910-T1979.99,"Ethereum price at Aug 19, 2026 at 10am EDT?","$1,980 or above",1980,exclusive,above,1979.99,exclusive,above,0.01,2026-08-19T14:00:00Z,1787148000000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795303,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (1979.99 vs 1980 on a 0.01 grid), so any settled value in (1979.99, 1980] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3720411|kalshi:KXETHD-26AUG1910-T1989.99,crypto:eth,Ethereum,3720411,ethereum-above-1990-on-august-19-2026-10am-et,"Ethereum above 1,990 on August 19, 10AM ET?",KXETHD-26AUG1910-T1989.99,"Ethereum price at Aug 19, 2026 at 10am EDT?","$1,990 or above",1990,exclusive,above,1989.99,exclusive,above,0.01,2026-08-19T14:00:00Z,1787148000000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795304,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (1989.99 vs 1990 on a 0.01 grid), so any settled value in (1989.99, 1990] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3720410|kalshi:KXETHD-26AUG1910-T1999.99,crypto:eth,Ethereum,3720410,ethereum-above-2000-on-august-19-2026-10am-et,"Ethereum above 2,000 on August 19, 10AM ET?",KXETHD-26AUG1910-T1999.99,"Ethereum price at Aug 19, 2026 at 10am EDT?","$2,000 or above",2000,exclusive,above,1999.99,exclusive,above,0.01,2026-08-19T14:00:00Z,1787148000000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795305,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (1999.99 vs 2000 on a 0.01 grid), so any settled value in (1999.99, 2000] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3720409|kalshi:KXETHD-26AUG1910-T2009.99,crypto:eth,Ethereum,3720409,ethereum-above-2010-on-august-19-2026-10am-et,"Ethereum above 2,010 on August 19, 10AM ET?",KXETHD-26AUG1910-T2009.99,"Ethereum price at Aug 19, 2026 at 10am EDT?","$2,010 or above",2010,exclusive,above,2009.99,exclusive,above,0.01,2026-08-19T14:00:00Z,1787148000000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795305,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2009.99 vs 2010 on a 0.01 grid), so any settled value in (2009.99, 2010] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733235|kalshi:KXETHD-26AUG1922-T2189.99,crypto:eth,Ethereum,3733235,ethereum-above-2190-on-august-19-2026-10pm-et,"Ethereum above 2,190 on August 19, 10PM ET?",KXETHD-26AUG1922-T2189.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,190 or above",2190,exclusive,above,2189.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795318,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2189.99 vs 2190 on a 0.01 grid), so any settled value in (2189.99, 2190] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733234|kalshi:KXETHD-26AUG1922-T2199.99,crypto:eth,Ethereum,3733234,ethereum-above-2200-on-august-19-2026-10pm-et,"Ethereum above 2,200 on August 19, 10PM ET?",KXETHD-26AUG1922-T2199.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,200 or above",2200,exclusive,above,2199.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795318,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2199.99 vs 2200 on a 0.01 grid), so any settled value in (2199.99, 2200] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733233|kalshi:KXETHD-26AUG1922-T2209.99,crypto:eth,Ethereum,3733233,ethereum-above-2210-on-august-19-2026-10pm-et,"Ethereum above 2,210 on August 19, 10PM ET?",KXETHD-26AUG1922-T2209.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,210 or above",2210,exclusive,above,2209.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795319,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2209.99 vs 2210 on a 0.01 grid), so any settled value in (2209.99, 2210] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733232|kalshi:KXETHD-26AUG1922-T2219.99,crypto:eth,Ethereum,3733232,ethereum-above-2220-on-august-19-2026-10pm-et,"Ethereum above 2,220 on August 19, 10PM ET?",KXETHD-26AUG1922-T2219.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,220 or above",2220,exclusive,above,2219.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795319,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2219.99 vs 2220 on a 0.01 grid), so any settled value in (2219.99, 2220] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733231|kalshi:KXETHD-26AUG1922-T2229.99,crypto:eth,Ethereum,3733231,ethereum-above-2230-on-august-19-2026-10pm-et,"Ethereum above 2,230 on August 19, 10PM ET?",KXETHD-26AUG1922-T2229.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,230 or above",2230,exclusive,above,2229.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79532,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2229.99 vs 2230 on a 0.01 grid), so any settled value in (2229.99, 2230] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733230|kalshi:KXETHD-26AUG1922-T2239.99,crypto:eth,Ethereum,3733230,ethereum-above-2240-on-august-19-2026-10pm-et,"Ethereum above 2,240 on August 19, 10PM ET?",KXETHD-26AUG1922-T2239.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,240 or above",2240,exclusive,above,2239.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795321,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2239.99 vs 2240 on a 0.01 grid), so any settled value in (2239.99, 2240] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733229|kalshi:KXETHD-26AUG1922-T2249.99,crypto:eth,Ethereum,3733229,ethereum-above-2250-on-august-19-2026-10pm-et,"Ethereum above 2,250 on August 19, 10PM ET?",KXETHD-26AUG1922-T2249.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,250 or above",2250,exclusive,above,2249.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795321,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2249.99 vs 2250 on a 0.01 grid), so any settled value in (2249.99, 2250] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733228|kalshi:KXETHD-26AUG1922-T2259.99,crypto:eth,Ethereum,3733228,ethereum-above-2260-on-august-19-2026-10pm-et,"Ethereum above 2,260 on August 19, 10PM ET?",KXETHD-26AUG1922-T2259.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,260 or above",2260,exclusive,above,2259.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795322,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2259.99 vs 2260 on a 0.01 grid), so any settled value in (2259.99, 2260] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733227|kalshi:KXETHD-26AUG1922-T2279.99,crypto:eth,Ethereum,3733227,ethereum-above-2280-on-august-19-2026-10pm-et,"Ethereum above 2,280 on August 19, 10PM ET?",KXETHD-26AUG1922-T2279.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,280 or above",2280,exclusive,above,2279.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795323,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2279.99 vs 2280 on a 0.01 grid), so any settled value in (2279.99, 2280] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733226|kalshi:KXETHD-26AUG1922-T2289.99,crypto:eth,Ethereum,3733226,ethereum-above-2290-on-august-19-2026-10pm-et,"Ethereum above 2,290 on August 19, 10PM ET?",KXETHD-26AUG1922-T2289.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,290 or above",2290,exclusive,above,2289.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795324,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2289.99 vs 2290 on a 0.01 grid), so any settled value in (2289.99, 2290] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733225|kalshi:KXETHD-26AUG1922-T2299.99,crypto:eth,Ethereum,3733225,ethereum-above-2300-on-august-19-2026-10pm-et,"Ethereum above 2,300 on August 19, 10PM ET?",KXETHD-26AUG1922-T2299.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,300 or above",2300,exclusive,above,2299.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795324,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2299.99 vs 2300 on a 0.01 grid), so any settled value in (2299.99, 2300] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733224|kalshi:KXETHD-26AUG1922-T2309.99,crypto:eth,Ethereum,3733224,ethereum-above-2310-on-august-19-2026-10pm-et,"Ethereum above 2,310 on August 19, 10PM ET?",KXETHD-26AUG1922-T2309.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,310 or above",2310,exclusive,above,2309.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795325,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2309.99 vs 2310 on a 0.01 grid), so any settled value in (2309.99, 2310] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733223|kalshi:KXETHD-26AUG1922-T2319.99,crypto:eth,Ethereum,3733223,ethereum-above-2320-on-august-19-2026-10pm-et,"Ethereum above 2,320 on August 19, 10PM ET?",KXETHD-26AUG1922-T2319.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,320 or above",2320,exclusive,above,2319.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795325,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2319.99 vs 2320 on a 0.01 grid), so any settled value in (2319.99, 2320] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733222|kalshi:KXETHD-26AUG1922-T2329.99,crypto:eth,Ethereum,3733222,ethereum-above-2330-on-august-19-2026-10pm-et,"Ethereum above 2,330 on August 19, 10PM ET?",KXETHD-26AUG1922-T2329.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,330 or above",2330,exclusive,above,2329.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795326,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2329.99 vs 2330 on a 0.01 grid), so any settled value in (2329.99, 2330] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733221|kalshi:KXETHD-26AUG1922-T2339.99,crypto:eth,Ethereum,3733221,ethereum-above-2340-on-august-19-2026-10pm-et,"Ethereum above 2,340 on August 19, 10PM ET?",KXETHD-26AUG1922-T2339.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,340 or above",2340,exclusive,above,2339.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795326,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2339.99 vs 2340 on a 0.01 grid), so any settled value in (2339.99, 2340] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3733220|kalshi:KXETHD-26AUG1922-T2349.99,crypto:eth,Ethereum,3733220,ethereum-above-2350-on-august-19-2026-10pm-et,"Ethereum above 2,350 on August 19, 10PM ET?",KXETHD-26AUG1922-T2349.99,"Ethereum price at Aug 19, 2026 at 10pm EDT?","$2,350 or above",2350,exclusive,above,2349.99,exclusive,above,0.01,2026-08-20T02:00:00Z,1787191200000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795327,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2349.99 vs 2350 on a 0.01 grid), so any settled value in (2349.99, 2350] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
